kuupÃ¤ev,valgus,pikkus
2019-04-05 11:29:11,5,26
2019-04-05 11:39:12,5,-85
2019-04-05 11:49:12,5,-86
2019-04-05 11:59:12,5,-85
2019-04-06 12:09:13,5,-3041
2019-04-06 12:19:13,5,26
2019-04-06 12:29:14,5,-87
2019-04-06 12:39:14,5,-3037
2019-04-06 12:49:15,5,26
2019-04-06 12:59:15,5,-85
2019-04-06 01:09:15,5,-85
2019-04-06 01:19:16,5,-2989
2019-04-06 01:29:16,5,26
2019-04-06 01:39:16,5,-85
2019-04-06 01:49:17,5,-2998
2019-04-06 01:59:17,5,26
2019-04-06 02:09:18,5,-86
2019-04-06 02:19:18,5,-2967
2019-04-06 02:29:19,5,26
2019-04-06 02:39:19,5,-3020
2019-04-06 02:49:20,5,26
2019-04-06 02:59:20,5,-3004
2019-04-06 03:09:20,5,26
2019-04-06 03:19:21,4.87,-3012
2019-04-06 03:29:21,3.67,26
2019-04-06 03:39:22,3.02,-2990
2019-04-06 03:49:22,2.32,26
2019-04-06 03:59:23,1.93,-3005
2019-04-06 04:09:23,1.63,26
2019-04-06 04:19:24,1.44,-3009
2019-04-06 04:29:24,1.24,26
2019-04-06 04:39:24,1.07,-3037
2019-04-06 04:49:25,0.92,26
2019-04-06 04:59:25,0.89,-2995
2019-04-06 05:09:26,0.92,26
2019-04-06 05:19:26,0.88,-3035
2019-04-06 05:29:26,0.79,26
2019-04-06 05:39:27,0.72,-3015
2019-04-06 05:49:27,0.72,26
2019-04-06 05:59:28,0.72,-3046
2019-04-06 06:09:28,0.73,26
2019-04-06 06:19:29,0.77,-3013
2019-04-06 06:29:29,0.78,26
2019-04-06 06:39:29,0.73,-3031
2019-04-06 06:49:30,0.72,26
2019-04-06 06:59:30,0.74,-2988
2019-04-06 07:09:31,0.73,26
2019-04-06 07:19:31,0.71,-3030
2019-04-06 07:29:32,0.7,26
2019-04-06 07:39:32,0.71,-3048
2019-04-06 07:49:32,0.7,26
2019-04-06 07:59:33,0.67,-3029
2019-04-06 08:09:33,0.66,26
2019-04-06 08:19:34,0.66,-3048
2019-04-06 08:29:34,0.65,26
2019-04-06 08:39:35,0.65,-3002
2019-04-06 08:49:35,0.64,26
2019-04-06 08:59:35,0.63,-87
2019-04-06 09:09:36,0.62,-3006
2019-04-06 09:19:36,0.62,26
2019-04-06 09:29:37,0.62,-87
2019-04-06 09:39:37,0.62,-88
2019-04-06 09:49:37,0.62,-86
2019-04-06 09:59:38,0.63,-3030
2019-04-06 10:09:38,0.63,26
2019-04-06 10:19:39,0.63,-3042
2019-04-06 10:29:39,0.63,26
2019-04-06 10:39:39,0.63,-87
2019-04-06 10:59:45,0.63,-86
2019-04-06 11:09:45,0.63,-90
2019-04-06 11:19:45,0.63,-88
2019-04-06 11:29:46,0.64,-87
2019-04-06 11:39:46,0.65,-88
2019-04-06 11:49:46,0.65,-86
2019-04-06 11:59:47,0.66,-86
2019-04-06 12:09:47,0.67,-88
2019-04-06 12:19:47,0.67,-86
2019-04-06 12:29:48,0.69,-88
2019-04-06 12:39:48,0.7,-87
2019-04-06 12:49:48,0.7,-3045
2019-04-06 12:59:49,0.72,25
2019-04-06 01:09:49,0.8,-88
2019-04-06 01:19:49,0.73,-90
2019-04-06 01:29:50,0.74,-87
2019-04-06 01:39:50,0.75,-88
2019-04-06 01:49:50,0.77,-88
2019-04-06 01:59:51,0.79,-87
2019-04-06 02:09:51,0.8,-3046
2019-04-06 02:19:52,0.82,26
2019-04-06 02:29:52,0.83,-88
2019-04-06 02:39:53,0.86,-3039
2019-04-06 02:49:53,0.91,26
2019-04-06 02:59:53,0.91,-3064
2019-04-06 03:09:54,0.94,26
2019-04-06 03:19:54,0.95,-3058
2019-04-06 03:29:55,1,26
2019-04-06 03:39:55,1.05,-3043
2019-04-06 03:49:55,1.09,26
2019-04-06 03:59:56,1.34,-3040
2019-04-06 04:09:56,1.32,26
2019-04-06 04:19:57,1.4,-89
2019-04-06 04:29:57,1.5,-3047
2019-04-06 04:39:57,1.71,26
2019-04-06 04:49:58,1.92,-3050
2019-04-06 04:59:58,2.39,26
2019-04-06 05:09:59,3.18,-3047
2019-04-06 05:19:59,4.2,26
2019-04-06 05:30:00,5,-3045
2019-04-06 05:40:00,5,26
2019-04-06 05:50:00,5,-2982
2019-04-06 06:00:01,5,26
2019-04-06 06:10:01,5,-3033
2019-04-06 06:20:02,5,26
2019-04-06 06:30:02,5,-3047
2019-04-06 06:40:02,5,26
2019-04-06 06:50:03,5,-87
2019-04-06 07:00:03,5,-3008
2019-04-06 07:10:04,5,26
2019-04-06 07:20:04,5,-2991
2019-04-06 07:30:05,5,26
2019-04-06 07:40:05,5,-3036
2019-04-06 07:50:05,5,26
2019-04-06 08:00:06,5,-3046
2019-04-06 08:10:06,5,26
2019-04-06 08:20:07,5,-3065
2019-04-06 08:30:07,5,26
2019-04-06 08:40:08,5,-3046
2019-04-06 08:50:08,5,26
2019-04-06 09:00:08,5,-3022
2019-04-06 09:10:09,5,26
2019-04-06 09:20:09,5,-2989
2019-04-06 09:30:10,5,26
2019-04-06 09:40:10,5,-3012
2019-04-06 09:50:10,5,26
2019-04-06 10:00:11,5,-2969
2019-04-06 10:10:11,5,26
2019-04-06 10:20:12,5,-3013
2019-04-06 10:30:12,5,26
2019-04-06 10:40:13,5,-3047
2019-04-06 10:50:13,5,26
2019-04-06 11:00:14,5,-3010
2019-04-06 11:10:14,5,26
2019-04-06 11:20:15,5,-3041
2019-04-06 11:30:15,5,26
2019-04-06 11:40:15,5,-3002
2019-04-06 11:50:16,5,26
2019-04-07 12:00:16,5,-3001
2019-04-07 12:10:17,5,26
2019-04-07 12:20:18,5,-2985
2019-04-07 12:30:18,5,26
2019-04-07 12:40:19,5,-2996
2019-04-07 12:50:20,5,26
2019-04-07 01:00:20,5,-2999
2019-04-07 01:10:21,5,26
2019-04-07 01:20:21,5,-2996
2019-04-07 01:30:21,5,26
2019-04-07 01:40:22,5,-3020
2019-04-07 01:50:22,5,26
2019-04-07 02:00:23,5,-3016
2019-04-07 02:10:23,5,26
2019-04-07 02:20:24,5,-3057
2019-04-07 02:30:24,5,26
2019-04-07 02:40:25,5,-2973
2019-04-07 02:50:25,5,26
2019-04-07 03:00:25,5,-2992
2019-04-07 03:10:26,5,26
2019-04-07 03:20:26,4.58,-3006
2019-04-07 03:30:27,3.61,26
2019-04-07 03:40:27,2.74,-3022
2019-04-07 03:50:27,2.22,26
2019-04-07 04:00:28,1.86,-3006
2019-04-07 04:10:28,1.55,26
2019-04-07 04:20:29,1.25,-3022
2019-04-07 04:30:29,1.09,26
2019-04-07 04:40:30,1,-3025
2019-04-07 04:50:30,0.93,26
2019-04-07 05:00:31,0.75,-3012
2019-04-07 05:10:31,0.72,26
2019-04-07 05:20:32,0.66,-2996
2019-04-07 05:30:32,0.65,26
2019-04-07 05:40:32,0.75,-2994
2019-04-07 05:50:33,0.67,26
2019-04-07 06:00:33,0.74,-3012
2019-04-07 06:10:34,0.83,26
2019-04-07 06:20:34,0.84,-3036
2019-04-07 06:30:34,0.61,26
2019-04-07 06:40:35,0.55,-3060
2019-04-07 06:50:35,0.5,26
2019-04-07 07:00:36,0.57,-3018
2019-04-07 07:10:36,0.64,26
2019-04-07 07:20:37,0.61,-3009
2019-04-07 07:30:37,0.56,26
2019-04-07 07:40:38,0.53,-3027
2019-04-07 07:50:38,0.57,26
2019-04-07 08:00:39,0.6,-3029
2019-04-07 08:10:39,0.56,26
2019-04-07 08:20:39,0.55,-3047
2019-04-07 08:30:40,0.54,26
2019-04-07 08:40:40,0.52,-3039
2019-04-07 08:50:41,0.5,26
2019-04-07 09:00:41,0.5,-3032
2019-04-07 09:10:42,0.51,26
2019-04-07 09:20:42,0.51,-3035
2019-04-07 09:30:42,0.51,26
2019-04-07 09:40:43,0.51,-3037
2019-04-07 09:50:43,0.51,26
2019-04-07 10:00:44,0.51,-3023
2019-04-07 10:10:44,0.51,26
2019-04-07 10:20:45,0.51,-3065
2019-04-07 10:30:45,0.51,26
2019-04-07 10:40:45,0.51,-3058
2019-04-07 10:50:46,0.51,26
2019-04-07 11:00:46,0.51,-3021
2019-04-07 11:10:46,0.51,26
2019-04-07 11:20:47,0.51,-3024
2019-04-07 11:30:47,0.52,26
2019-04-07 11:40:48,0.49,-3058
2019-04-07 11:50:48,0.48,26
2019-04-07 12:00:49,0.5,-3060
2019-04-07 12:10:49,0.5,26
2019-04-07 12:20:49,0.49,-3037
2019-04-07 12:30:50,0.42,26
2019-04-07 12:40:50,0.5,-3048
2019-04-07 12:50:51,0.53,26
2019-04-07 01:00:51,0.43,-3046
2019-04-07 01:10:52,0.72,26
2019-04-07 01:20:52,0.67,-3042
2019-04-07 01:30:52,0.6,26
2019-04-07 01:40:53,0.6,-88
2019-04-07 01:50:53,0.63,-90
2019-04-07 02:00:54,0.62,-3026
2019-04-07 02:10:54,0.66,26
2019-04-07 02:20:55,0.61,-3068
2019-04-07 02:30:55,0.65,26
2019-04-07 02:40:55,0.76,-3041
2019-04-07 02:50:56,0.65,26
2019-04-07 03:00:56,0.91,-3051
2019-04-07 03:10:57,0.8,26
2019-04-07 03:20:57,1.01,-3054
2019-04-07 03:30:57,0.92,26
2019-04-07 03:40:58,1.09,-89
2019-04-07 03:50:58,1.15,-3052
2019-04-07 04:00:59,1.47,26
2019-04-07 04:10:59,1.48,-3005
2019-04-07 04:20:59,1.51,26
2019-04-07 04:31:00,1.79,-3043
2019-04-07 04:41:00,2.47,26
2019-04-07 04:51:01,3.08,-3037
2019-04-07 05:01:01,3.11,26
2019-04-07 05:11:02,3.48,-3044
2019-04-07 05:21:02,4.47,26
2019-04-07 05:31:02,5,-3033
2019-04-07 05:41:03,5,26
2019-04-07 06:01:03,5,26
2019-04-07 06:11:04,5,-3034
2019-04-07 06:21:04,5,26
2019-04-07 06:31:05,5,-3069
2019-04-07 06:41:05,5,26
2019-04-07 06:51:05,5,-3013
2019-04-07 07:01:06,5,26
2019-04-07 07:11:06,5,-3013
2019-04-07 07:21:07,5,26
2019-04-07 07:31:07,5,-3033
2019-04-07 07:41:07,5,26
2019-04-07 07:51:08,5,-3033
2019-04-07 08:01:08,5,26
2019-04-07 08:11:09,5,-3015
2019-04-07 08:21:09,5,26
2019-04-07 08:31:10,5,-3044
2019-04-07 08:41:10,5,26
2019-04-07 08:51:10,5,-3067
2019-04-07 09:01:11,5,26
2019-04-07 09:11:11,5,-3060
2019-04-07 09:31:12,5,-3023
2019-04-07 09:41:12,5,26
2019-04-07 09:51:13,5,-3057
2019-04-07 10:01:13,5,26
2019-04-07 10:11:14,5,-3010
2019-04-07 10:21:14,5,26
2019-04-07 10:31:15,5,-3036
2019-04-07 10:41:15,5,26
2019-04-07 10:51:15,5,-3030
2019-04-07 11:01:16,5,26
2019-04-07 11:11:16,5,-2997
2019-04-07 11:21:17,5,26
2019-04-07 11:31:17,5,-3019
2019-04-07 11:41:18,5,26
2019-04-07 11:51:18,5,-3030
2019-04-08 12:01:19,5,26
2019-04-08 12:11:19,5,-3018
2019-04-08 12:21:20,5,26
2019-04-08 12:31:20,5,-3011
2019-04-08 12:41:21,5,26
2019-04-08 12:51:21,5,-3034
2019-04-08 01:01:22,5,26
2019-04-08 01:11:22,5,-3036
2019-04-08 01:21:22,5,26
2019-04-08 01:31:23,5,-3003
2019-04-08 01:41:23,5,26
2019-04-08 01:51:24,5,-2983
2019-04-08 02:01:24,5,26
2019-04-08 02:21:25,5,26
2019-04-08 02:31:25,5,-3015
2019-04-08 02:41:26,5,26
2019-04-08 02:51:26,5,-3016
2019-04-08 03:01:27,5,26
2019-04-08 03:11:27,5,-3028
2019-04-08 03:21:28,5,26
2019-04-08 03:31:28,4.51,-3002
2019-04-08 03:41:28,3.65,26
2019-04-08 03:51:29,3.15,-3015
2019-04-08 04:01:29,2.94,26
2019-04-08 04:11:30,1.94,-3029
2019-04-08 04:21:30,2.28,26
2019-04-08 04:31:31,1.86,-3034
2019-04-08 04:41:31,1.5,26
2019-04-08 04:51:31,1.22,-3029
2019-04-08 05:01:32,1.5,26
2019-04-08 05:11:32,1.21,-3037
2019-04-08 05:21:33,1.18,26
2019-04-08 05:31:33,1.25,-3007
2019-04-08 05:41:34,1.01,26
2019-04-08 05:51:34,1.15,-3055
2019-04-08 06:01:34,0.89,26
2019-04-08 06:11:35,0.96,-2997
2019-04-08 06:21:35,1.01,26
2019-04-08 06:31:36,1.09,-3009
2019-04-08 06:41:36,0.98,26
2019-04-08 06:51:37,0.8,-3013
2019-04-08 07:01:37,0.96,26
2019-04-08 07:11:37,0.96,-3019
2019-04-08 07:21:38,0.86,26
2019-04-08 07:31:38,0.91,-3029
2019-04-08 07:51:44,0.65,19
2019-04-08 08:01:44,0.75,22
2019-04-08 08:11:44,0.8,22
2019-04-08 08:21:45,0.98,22
2019-04-08 08:31:45,0.91,22
2019-04-08 08:41:46,0.87,22
2019-04-08 08:51:46,1.14,22
2019-04-08 09:01:46,0.84,22
2019-04-08 09:11:47,1.09,22
2019-04-08 09:21:47,1.09,22
2019-04-08 09:31:48,1.02,22
2019-04-08 09:41:48,1.08,22
2019-04-08 09:51:48,0.87,22
2019-04-08 10:01:49,0.84,22
2019-04-08 10:11:49,0.67,22
2019-04-08 10:21:50,0.77,22
2019-04-08 10:31:50,0.79,22
2019-04-08 10:51:51,0.71,22
2019-04-08 11:01:51,0.73,22
2019-04-08 11:11:51,0.72,22
2019-04-08 11:21:52,0.45,22
2019-04-08 11:31:52,0.57,22
2019-04-08 11:41:53,0.58,22
2019-04-08 11:51:53,0.8,22
2019-04-08 12:01:53,0.66,22
2019-04-08 12:11:54,0.76,22
2019-04-08 12:21:54,0.57,22
2019-04-08 12:31:55,0.82,22
2019-04-08 12:41:55,0.87,22
2019-04-08 12:51:55,0.74,22
2019-04-08 01:01:56,1.04,22
2019-04-08 01:11:56,1.28,22
2019-04-08 01:21:57,1.27,22
2019-04-08 01:31:57,1.16,22
2019-04-08 01:41:57,1.22,22
2019-04-08 01:51:58,1.16,22
2019-04-08 02:01:58,0.95,22
2019-04-08 02:11:58,0.95,22
2019-04-08 02:21:59,1.22,22
2019-04-08 02:31:59,1.21,22
2019-04-08 02:41:59,0.83,22
2019-04-08 02:52:00,0.86,22
2019-04-08 03:02:00,1.05,22
2019-04-08 03:12:00,1.01,22
2019-04-08 03:22:01,1.05,22
2019-04-08 03:32:01,1.08,22
2019-04-08 03:42:01,1.42,22
2019-04-08 03:52:02,1.27,22
2019-04-08 04:02:02,1.69,22
2019-04-08 04:12:02,1.99,22
2019-04-08 04:22:03,1.92,22
2019-04-08 04:32:03,2.02,22
2019-04-08 04:42:03,2.83,22
2019-04-08 04:52:04,3.22,22
2019-04-08 05:02:04,3.96,22
2019-04-08 05:12:04,4.53,22
2019-04-08 05:22:05,4.92,22
2019-04-08 05:32:05,5,22
2019-04-08 05:42:05,5,22
2019-04-08 05:52:06,5,22
2019-04-08 06:02:06,5,22
2019-04-08 06:12:06,5,22
2019-04-08 06:22:07,5,22
2019-04-08 06:32:07,5,22
2019-04-08 06:42:07,5,22
2019-04-08 06:52:08,5,22
2019-04-08 07:02:08,5,22
2019-04-08 07:12:09,5,22
2019-04-08 07:22:09,5,22
2019-04-08 07:32:09,5,22
2019-04-08 07:42:10,5,22
2019-04-08 07:52:10,5,22
2019-04-08 08:02:10,5,22
2019-04-08 08:12:11,5,22
2019-04-08 08:22:11,5,22
2019-04-08 08:32:11,5,22
2019-04-08 08:42:12,5,22
2019-04-08 08:52:12,5,22
2019-04-08 09:02:12,5,22
2019-04-08 09:12:13,5,22
2019-04-08 09:22:13,5,22
2019-04-08 09:32:13,5,22
2019-04-08 09:42:14,5,22
2019-04-08 09:52:14,5,22
2019-04-08 10:02:14,5,22
2019-04-08 10:12:15,5,22
2019-04-08 10:22:15,5,22
2019-04-08 10:32:15,5,22
2019-04-08 10:42:16,5,22
2019-04-08 10:52:16,5,22
2019-04-08 11:02:16,5,22
2019-04-08 11:12:17,5,22
2019-04-08 11:22:17,5,22
2019-04-08 11:32:17,5,22
2019-04-08 11:42:18,5,22
2019-04-08 11:52:18,5,22
2019-04-09 12:02:18,5,22
2019-04-09 12:12:19,5,22
2019-04-09 12:22:19,5,22
2019-04-09 12:32:19,5,22
2019-04-09 12:42:20,5,22
2019-04-09 12:52:20,5,22
2019-04-09 01:02:20,5,22
2019-04-09 01:12:21,5,22
2019-04-09 01:22:21,5,22
2019-04-09 01:32:21,5,22
2019-04-09 01:42:22,5,22
2019-04-09 01:52:22,5,22
2019-04-09 02:02:23,5,22
2019-04-09 02:12:23,5,22
2019-04-09 02:22:23,5,22
2019-04-09 02:32:23,5,22
2019-04-09 02:42:24,5,22
2019-04-09 02:52:24,5,22
2019-04-09 03:02:24,5,22
2019-04-09 03:12:25,5,22
2019-04-09 03:22:25,5,22
2019-04-09 03:32:26,5,22
2019-04-09 03:42:26,4.23,22
2019-04-09 03:52:26,3.24,22
2019-04-09 04:02:27,3.03,22
2019-04-09 04:12:27,2.48,22
2019-04-09 04:22:27,2.43,22
2019-04-09 04:32:28,2.25,22
2019-04-09 04:42:28,2.18,22
2019-04-09 04:52:28,1.8,22
2019-04-09 05:02:29,1.9,22
2019-04-09 05:12:29,1.41,22
2019-04-09 05:22:29,1.29,22
2019-04-09 05:32:30,1.07,22
2019-04-09 05:42:30,0.98,22
2019-04-09 05:52:30,1.08,22
2019-04-09 06:02:31,0.92,22
2019-04-09 06:12:31,0.86,22
2019-04-09 06:22:31,0.86,22
2019-04-09 06:32:32,0.83,22
2019-04-09 06:42:33,0.91,22
2019-04-09 06:52:33,1,22
2019-04-09 07:02:34,0.73,22
2019-04-09 07:12:34,0.73,22
2019-04-09 07:22:34,0.58,22
2019-04-09 07:32:35,0.65,22
2019-04-09 07:42:35,0.71,22
2019-04-09 07:52:36,0.71,22
2019-04-09 08:02:36,0.57,22
2019-04-09 08:12:37,0.74,22
2019-04-09 08:22:37,0.66,22
2019-04-09 08:32:37,0.81,22
2019-04-09 08:42:38,0.69,22
2019-04-09 08:52:38,0.86,22
2019-04-09 09:02:39,0.98,22
2019-04-09 09:12:39,0.95,22
2019-04-09 09:22:39,0.83,22
2019-04-09 09:32:40,1,22
2019-04-09 09:42:40,0.65,22
2019-04-09 09:52:41,0.77,22
2019-04-09 10:12:41,0.65,22
2019-04-09 10:22:42,0.59,22
2019-04-09 10:32:42,0.54,22
2019-04-09 10:42:42,0.55,22
2019-04-09 10:52:43,0.5,22
2019-04-09 11:02:43,0.52,22
2019-04-09 11:12:43,0.57,22
2019-04-09 11:22:44,0.57,22
2019-04-09 11:32:44,0.56,22
2019-04-09 11:42:45,0.67,22
2019-04-09 11:52:45,0.78,22
2019-04-09 12:02:45,0.54,22
2019-04-09 12:12:46,0.48,22
2019-04-09 12:22:46,0.46,22
2019-04-09 12:32:47,0.47,22
2019-04-09 12:42:47,0.45,22
2019-04-09 12:52:47,0.44,22
2019-04-09 01:02:48,0.5,22
2019-04-09 01:12:48,0.49,22
2019-04-09 01:22:49,0.6,22
2019-04-09 01:32:49,0.5,22
2019-04-09 01:42:49,0.48,22
2019-04-09 01:52:50,0.6,22
2019-04-09 02:02:50,0.67,22
2019-04-09 02:12:50,0.79,22
2019-04-09 02:22:51,0.74,22
2019-04-09 02:32:51,0.65,22
2019-04-09 02:42:51,0.73,22
2019-04-09 02:52:52,0.78,22
2019-04-09 03:02:52,0.81,22
2019-04-09 03:12:53,0.97,22
2019-04-09 03:22:53,0.85,22
2019-04-09 03:32:53,0.88,22
2019-04-09 03:42:54,1.14,22
2019-04-09 03:52:54,1.1,22
2019-04-09 04:02:54,1.24,22
2019-04-09 04:12:55,1.43,22
2019-04-09 04:22:55,1.61,22
2019-04-09 04:32:56,2.03,22
2019-04-09 04:42:56,2.38,22
2019-04-09 04:52:56,2.78,22
2019-04-09 05:02:57,2.86,22
2019-04-09 05:12:57,2.65,22
2019-04-09 05:22:57,3.33,22
2019-04-09 05:32:58,3.5,22
2019-04-09 05:42:58,3.58,22
2019-04-09 05:52:58,3.67,22
2019-04-09 06:02:59,3.64,22
2019-04-09 06:12:59,3.78,22
2019-04-09 06:22:59,3.65,22
2019-04-09 06:33:00,3.76,22
2019-04-09 06:43:00,3.76,22
2019-04-09 06:53:00,3.65,22
2019-04-09 07:03:00,3.7,22
2019-04-09 07:13:01,5,22
2019-04-09 07:23:01,5,22
2019-04-09 07:33:01,5,22
2019-04-09 07:43:02,5,22
2019-04-09 07:53:02,5,22
2019-04-09 08:03:02,5,22
2019-04-09 08:13:03,5,22
2019-04-09 08:23:03,5,22
2019-04-09 08:33:04,5,22
2019-04-09 08:43:04,5,22
2019-04-09 08:53:04,5,22
2019-04-09 09:03:05,5,22
2019-04-09 09:13:05,5,22
2019-04-09 09:23:06,5,22
2019-04-09 09:33:06,5,22
2019-04-09 09:43:07,5,22
2019-04-09 09:53:07,5,22
2019-04-09 10:03:08,5,22
2019-04-09 10:13:08,5,22
2019-04-09 10:23:09,5,22
2019-04-09 10:33:09,5,22
2019-04-09 10:43:09,5,22
2019-04-09 10:53:10,5,22
2019-04-09 11:03:10,5,22
2019-04-09 11:13:11,5,22
2019-04-09 11:23:11,5,22
2019-04-09 11:33:12,5,22
2019-04-09 11:43:12,5,21
2019-04-09 11:53:13,5,22
2019-04-10 12:03:13,5,22
2019-04-10 12:13:14,5,22
2019-04-10 12:23:14,5,22
2019-04-10 12:33:15,5,22
2019-04-10 12:43:15,5,22
2019-04-10 12:53:15,5,22
2019-04-10 01:03:16,5,22
2019-04-10 01:13:16,5,22
2019-04-10 01:23:17,5,22
2019-04-10 01:33:17,5,22
2019-04-10 01:43:18,5,22
2019-04-10 01:53:18,5,22
2019-04-10 02:03:19,5,22
2019-04-10 02:13:19,5,22
2019-04-10 02:23:20,5,22
2019-04-10 02:33:20,5,22
2019-04-10 02:43:21,5,22
2019-04-10 02:53:21,5,22
2019-04-10 03:03:22,5,22
2019-04-10 03:13:22,5,22
2019-04-10 03:23:23,5,22
2019-04-10 03:33:23,4.71,22
2019-04-10 03:43:23,3.89,22
2019-04-10 03:53:24,3.55,22
2019-04-10 04:03:24,2.72,22
2019-04-10 04:13:25,2.65,22
2019-04-10 04:23:25,2.2,22
2019-04-10 04:33:25,1.98,22
2019-04-10 04:43:26,1.89,22
2019-04-10 04:53:26,1.87,22
2019-04-10 05:03:27,1.6,21
2019-04-10 05:13:27,1.38,22
2019-04-10 05:23:27,1.37,22
2019-04-10 05:33:28,1.15,22
2019-04-10 05:43:28,1.1,22
2019-04-10 05:53:28,1.05,22
2019-04-10 06:03:29,0.97,22
2019-04-10 06:13:29,0.93,22
2019-04-10 06:23:29,0.91,22
2019-04-10 06:33:30,0.88,22
2019-04-10 06:43:30,0.89,22
2019-04-10 06:53:30,0.89,22
2019-04-10 07:03:31,0.91,22
2019-04-10 07:13:32,0.94,22
2019-04-10 07:23:32,0.93,22
2019-04-10 07:33:33,0.94,22
2019-04-10 07:43:33,0.82,22
2019-04-10 07:53:33,0.74,22
2019-04-10 08:03:34,0.73,22
2019-04-10 08:13:34,0.74,22
2019-04-10 08:23:34,0.72,22
2019-04-10 08:33:35,0.66,22
2019-04-10 08:43:35,0.74,22
2019-04-10 08:53:36,0.65,22
2019-04-10 09:03:36,0.69,22
2019-04-10 09:13:36,0.59,22
2019-04-10 09:23:38,0.57,22
2019-04-10 09:33:38,0.64,22
2019-04-10 09:43:39,0.51,22
2019-04-10 09:53:39,0.59,22
2019-04-10 10:03:39,0.55,22
2019-04-10 10:13:40,0.62,22
2019-04-10 10:23:40,0.65,22
2019-04-10 10:33:41,0.56,22
2019-04-10 10:43:41,0.57,22
2019-04-10 10:53:41,0.68,22
2019-04-10 11:03:42,0.71,22
2019-04-10 11:13:42,0.66,22
2019-04-10 11:23:42,0.63,22
2019-04-10 11:33:43,0.62,22
2019-04-10 11:43:43,0.61,22
2019-04-10 11:53:44,0.66,22
2019-04-10 12:03:44,0.62,22
2019-04-10 12:13:44,0.63,22
2019-04-10 12:23:45,0.66,22
2019-04-10 12:33:45,0.71,22
2019-04-10 12:43:45,0.65,22
2019-04-10 12:53:46,0.73,22
2019-04-10 01:03:46,0.72,22
2019-04-10 01:13:47,0.75,22
2019-04-10 01:23:47,0.75,22
2019-04-10 01:33:47,0.79,22
2019-04-10 01:43:48,0.79,21
2019-04-10 01:53:48,0.79,22
2019-04-10 02:03:48,0.92,21
