kuupÃ¤ev,valgus,pikkus
2019-04-10 02:13:49,0.9,22
2019-04-10 02:23:49,0.96,22
2019-04-10 02:33:49,1.05,22
2019-04-10 02:43:50,1.2,22
2019-04-10 02:53:50,1.24,22
2019-04-10 03:03:50,1.24,22
2019-04-10 03:13:51,1.44,21
2019-04-10 03:23:51,1.24,21
2019-04-10 03:33:51,1.16,22
2019-04-10 03:43:52,1.57,22
2019-04-10 03:53:52,1.77,22
2019-04-10 04:03:52,1.92,21
2019-04-10 04:13:53,2.33,22
2019-04-10 04:23:53,2.64,21
2019-04-10 04:33:53,2.76,22
2019-04-10 04:43:54,3.01,22
2019-04-10 04:53:54,3.29,22
2019-04-10 05:03:54,3.7,22
2019-04-10 05:13:55,4.16,22
2019-04-10 05:23:55,4.61,21
2019-04-10 05:33:55,4.98,21
2019-04-10 05:43:56,5,22
2019-04-10 05:53:56,5,21
2019-04-10 06:03:56,5,21
2019-04-10 06:13:57,5,21
2019-04-10 06:23:57,5,22
2019-04-10 06:33:57,5,21
2019-04-10 06:43:58,5,21
2019-04-10 06:53:58,5,21
2019-04-10 07:03:59,5,22
2019-04-10 07:14:00,5,22
2019-04-10 07:24:00,5,21
2019-04-10 07:34:00,5,22
2019-04-10 07:44:01,5,21
2019-04-10 07:54:01,5,22
2019-04-10 08:04:02,5,22
2019-04-10 08:14:02,5,22
2019-04-10 08:24:03,5,22
2019-04-10 08:34:03,5,22
2019-04-10 08:44:04,5,21
2019-04-10 08:54:04,5,22
2019-04-10 09:04:05,5,22
2019-04-10 09:14:05,5,21
2019-04-10 09:24:06,5,22
2019-04-10 09:34:06,5,22
2019-04-10 09:44:07,5,22
2019-04-10 09:54:07,5,22
2019-04-10 10:04:07,5,21
2019-04-10 10:14:08,5,22
2019-04-10 10:24:08,5,22
2019-04-10 10:34:09,5,22
2019-04-10 10:44:09,5,22
2019-04-10 10:54:10,5,22
2019-04-10 11:04:10,5,22
2019-04-10 11:14:10,5,22
2019-04-10 11:24:11,5,22
2019-04-10 11:34:11,5,22
2019-04-10 11:44:12,5,22
2019-04-10 11:54:12,5,22
2019-04-11 12:04:13,5,22
2019-04-11 12:14:13,5,22
2019-04-11 12:24:14,5,22
2019-04-11 12:34:14,5,22
2019-04-11 12:44:15,5,22
2019-04-11 12:54:15,5,22
2019-04-11 01:04:16,5,22
2019-04-11 01:14:16,5,22
2019-04-11 01:24:16,5,22
2019-04-11 01:34:17,5,22
2019-04-11 01:44:17,5,22
2019-04-11 01:54:18,5,22
2019-04-11 02:04:18,5,22
2019-04-11 02:14:19,5,22
2019-04-11 02:24:19,5,22
2019-04-11 02:34:20,5,22
2019-04-11 02:44:20,5,22
2019-04-11 02:54:21,5,22
2019-04-11 03:04:21,5,22
2019-04-11 03:14:22,4.33,22
2019-04-11 03:24:22,3.39,22
2019-04-11 03:34:22,2.83,22
2019-04-11 03:44:23,2.29,22
2019-04-11 03:54:23,1.82,22
2019-04-11 04:04:24,1.43,22
2019-04-11 04:14:24,1.5,22
2019-04-11 04:24:25,1.06,22
2019-04-11 04:34:25,0.82,22
2019-04-11 04:44:25,1.13,21
2019-04-11 04:54:26,0.96,22
2019-04-11 05:04:26,0.94,22
2019-04-11 05:14:27,0.88,22
2019-04-11 05:24:27,0.87,22
2019-04-11 05:34:28,0.74,22
2019-04-11 05:44:28,0.79,22
2019-04-11 05:54:29,0.86,22
2019-04-11 06:04:29,0.77,22
2019-04-11 06:14:29,0.86,22
2019-04-11 06:24:30,0.84,22
2019-04-11 06:34:30,0.71,22
2019-04-11 06:44:31,0.68,22
2019-04-11 06:54:31,0.77,22
2019-04-11 07:04:31,0.73,22
2019-04-11 07:14:32,0.74,22
2019-04-11 07:24:32,0.65,22
2019-04-11 07:34:32,0.65,21
2019-04-11 07:44:33,0.72,22
2019-04-11 07:54:33,0.64,22
2019-04-11 08:04:34,0.64,22
2019-04-11 08:14:34,0.63,22
2019-04-11 08:24:35,0.62,22
2019-04-11 08:34:35,0.62,22
2019-04-11 08:44:35,0.61,22
2019-04-11 08:54:36,0.68,22
2019-04-11 09:04:36,0.61,22
2019-04-11 09:14:37,0.61,21
2019-04-11 09:24:37,0.61,21
2019-04-11 09:34:37,0.61,21
2019-04-11 09:44:38,0.6,22
2019-04-11 09:54:38,0.6,21
2019-04-11 10:04:38,0.64,22
2019-04-11 10:14:39,0.37,22
2019-04-11 10:24:39,0.4,21
2019-04-11 10:34:40,0.4,22
2019-04-11 10:44:40,0.41,21
2019-04-11 10:54:40,0.42,21
2019-04-11 11:04:41,0.45,21
2019-04-11 11:14:41,0.42,21
2019-04-11 11:24:42,0.43,21
2019-04-11 11:34:42,0.4,21
2019-04-11 11:44:42,0.43,22
2019-04-11 11:54:43,0.42,21
2019-04-11 12:04:43,0.49,22
2019-04-11 12:14:43,0.45,21
2019-04-11 12:24:44,0.47,21
2019-04-11 12:34:44,0.47,21
2019-04-11 12:44:46,0.48,21
2019-04-11 12:54:46,0.48,22
2019-04-11 01:04:46,0.6,21
2019-04-11 01:14:47,0.58,22
2019-04-11 01:24:47,0.65,21
2019-04-11 01:34:48,0.62,21
2019-04-11 01:44:48,0.73,22
2019-04-11 01:54:48,0.75,21
2019-04-11 02:04:49,0.84,22
2019-04-11 02:14:49,0.78,22
2019-04-11 02:24:50,0.87,22
2019-04-11 02:34:50,0.82,22
2019-04-11 02:44:50,0.85,21
2019-04-11 02:54:51,0.88,22
2019-04-11 03:04:51,0.91,22
2019-04-11 03:14:52,0.95,21
2019-04-11 03:24:52,1.05,22
2019-04-11 03:34:52,1.01,22
2019-04-11 03:44:53,1.05,22
2019-04-11 03:54:53,1.1,22
2019-04-11 04:04:53,1.17,21
2019-04-11 04:14:54,1.24,22
2019-04-11 04:24:54,1.31,22
2019-04-11 04:34:54,1.42,22
2019-04-11 04:44:55,1.59,22
2019-04-11 04:54:55,1.93,22
2019-04-11 05:04:56,2.25,22
2019-04-11 05:14:56,2.91,22
2019-04-11 05:24:56,3.65,22
2019-04-11 05:34:57,4.76,22
2019-04-11 05:44:57,5,22
2019-04-11 05:54:58,5,21
2019-04-11 06:04:58,5,22
2019-04-11 06:14:59,5,22
2019-04-11 06:24:59,5,21
2019-04-11 06:35:00,5,21
2019-04-11 06:45:00,5,21
2019-04-11 06:55:00,5,21
2019-04-11 07:05:01,5,22
2019-04-11 07:15:01,5,22
2019-04-11 07:25:02,5,21
2019-04-11 07:35:02,5,22
2019-04-11 07:45:02,5,21
2019-04-11 07:55:03,5,21
2019-04-11 08:05:03,5,21
2019-04-11 08:15:04,5,22
2019-04-11 08:25:04,5,21
2019-04-11 08:35:05,5,22
2019-04-11 08:45:05,5,21
2019-04-11 08:55:06,5,21
2019-04-11 09:05:06,5,21
2019-04-11 09:15:07,5,21
2019-04-11 09:25:07,5,21
2019-04-11 09:35:08,5,21
2019-04-11 09:45:08,5,21
2019-04-11 09:55:08,5,21
2019-04-11 10:05:09,5,21
2019-04-11 10:15:09,5,21
2019-04-11 10:25:10,5,21
2019-04-11 10:35:10,5,21
2019-04-11 10:45:11,5,21
2019-04-11 10:55:11,5,21
2019-04-11 11:05:12,5,21
2019-04-11 11:15:12,5,21
2019-04-11 11:25:12,5,21
2019-04-11 11:35:13,5,21
2019-04-11 11:45:13,5,21
2019-04-11 11:55:14,5,21
2019-04-12 12:05:15,5,21
2019-04-12 12:15:16,5,21
2019-04-12 12:25:16,5,21
2019-04-12 12:35:17,5,21
2019-04-12 12:45:17,5,22
2019-04-12 12:55:17,5,22
2019-04-12 01:05:18,5,22
2019-04-12 01:15:18,5,22
2019-04-12 01:25:19,5,21
2019-04-12 01:35:19,5,22
2019-04-12 01:45:19,5,21
2019-04-12 01:55:20,5,21
2019-04-12 02:05:20,5,21
2019-04-12 02:15:20,5,22
2019-04-12 02:25:21,5,21
2019-04-12 02:35:21,5,21
2019-04-12 02:45:22,5,22
2019-04-12 02:55:22,5,21
2019-04-12 03:05:23,4.76,22
2019-04-12 03:15:23,3.75,21
2019-04-12 03:25:24,2.91,21
2019-04-12 03:35:24,2.35,21
2019-04-12 03:45:25,1.97,21
2019-04-12 03:55:25,1.66,22
2019-04-12 04:05:26,1.56,21
2019-04-12 04:15:26,1.44,21
2019-04-12 04:25:27,1.31,21
2019-04-12 04:35:27,1.03,21
2019-04-12 04:45:27,1.04,21
2019-04-12 04:55:28,1.1,21
2019-04-12 05:05:28,0.98,22
2019-04-12 05:15:29,1.08,21
2019-04-12 05:25:29,0.97,22
2019-04-12 05:35:29,1,22
2019-04-12 05:45:30,0.89,22
2019-04-12 05:55:30,0.88,22
2019-04-12 06:05:30,0.84,22
2019-04-12 06:15:31,0.83,22
2019-04-12 06:25:31,0.8,22
2019-04-12 06:35:31,0.78,22
2019-04-12 06:45:32,0.77,22
2019-04-12 06:55:32,0.73,22
2019-04-12 07:05:32,0.73,22
2019-04-12 07:15:33,0.77,22
2019-04-12 07:25:33,0.83,22
2019-04-12 07:35:33,0.83,22
2019-04-12 07:45:34,0.72,21
2019-04-12 07:55:34,0.51,22
2019-04-12 08:05:35,0.65,22
2019-04-12 08:15:35,0.44,22
2019-04-12 08:25:35,0.56,22
2019-04-12 08:35:36,0.64,22
2019-04-12 08:45:36,0.64,22
2019-04-12 08:55:37,0.65,22
2019-04-12 09:05:37,0.64,22
2019-04-12 09:15:37,0.72,21
2019-04-12 09:25:38,0.64,22
2019-04-12 09:35:38,0.64,22
2019-04-12 09:45:38,0.65,22
2019-04-12 09:55:39,0.64,22
2019-04-12 10:05:39,0.64,22
2019-04-12 10:15:40,0.63,20
2019-04-12 10:25:40,0.65,20
2019-04-12 10:35:40,0.62,20
2019-04-12 10:45:41,0.62,20
2019-04-12 10:55:41,0.62,20
2019-04-12 11:05:42,0.62,20
2019-04-12 11:15:42,0.64,20
2019-04-12 11:25:42,0.65,20
2019-04-12 11:35:43,0.66,20
2019-04-12 11:45:43,0.66,20
2019-04-12 11:55:43,0.75,20
2019-04-12 12:05:44,0.67,20
2019-04-12 12:15:44,0.69,20
2019-04-12 12:25:45,0.77,20
2019-04-12 12:35:45,0.7,20
2019-04-12 12:45:45,0.78,20
2019-04-12 12:55:46,0.71,20
2019-04-12 01:05:46,0.72,20
2019-04-12 01:15:46,0.8,20
2019-04-12 01:25:47,0.82,20
2019-04-12 01:35:47,0.75,20
2019-04-12 01:45:47,0.76,20
2019-04-12 01:55:48,0.75,20
2019-04-12 02:05:48,0.91,20
2019-04-12 02:15:48,0.81,20
2019-04-12 02:25:49,0.82,20
2019-04-12 02:35:49,0.84,20
2019-04-12 02:45:50,0.86,20
2019-04-12 02:55:50,0.89,20
2019-04-12 03:15:55,0.96,20
2019-04-12 03:25:56,0.99,20
2019-04-12 03:35:56,1.02,20
2019-04-12 03:45:56,1.03,20
2019-04-12 03:55:57,1.07,20
2019-04-12 04:05:57,1.15,20
2019-04-12 04:15:57,1.25,20
2019-04-12 04:25:58,1.28,20
2019-04-12 04:35:58,1.31,20
2019-04-12 04:45:58,1.48,20
2019-04-12 04:55:59,1.95,20
2019-04-12 05:05:59,2.27,20
2019-04-12 05:15:59,2.77,20
2019-04-12 05:26:00,3.3,20
2019-04-12 05:36:00,4.2,20
2019-04-12 05:46:00,5,20
2019-04-12 05:56:01,5,20
2019-04-12 06:06:01,5,20
2019-04-12 06:16:02,5,20
2019-04-12 06:26:02,5,20
2019-04-12 06:36:03,5,20
2019-04-12 06:46:03,5,20
2019-04-12 06:56:03,5,20
2019-04-12 07:06:04,5,20
2019-04-12 07:16:04,5,20
2019-04-12 07:26:05,5,20
2019-04-12 07:36:05,5,20
2019-04-12 07:46:06,5,20
2019-04-12 07:56:06,5,20
2019-04-12 08:06:07,5,20
2019-04-12 08:16:07,5,20
2019-04-12 08:26:07,5,20
2019-04-12 08:36:08,5,20
2019-04-12 08:46:08,5,20
2019-04-12 08:56:09,5,20
2019-04-12 09:06:09,5,20
2019-04-12 09:16:10,5,20
2019-04-12 09:26:10,5,20
2019-04-12 09:36:11,5,20
2019-04-12 09:46:11,5,20
2019-04-12 09:56:11,5,20
2019-04-12 10:06:12,5,20
2019-04-12 10:16:12,5,20
2019-04-12 10:36:13,5,20
2019-04-12 10:46:14,5,20
2019-04-12 10:56:14,5,20
2019-04-12 11:06:15,5,20
2019-04-12 11:16:15,5,20
2019-04-12 11:26:16,5,20
2019-04-12 11:36:16,5,20
2019-04-12 11:46:16,5,20
2019-04-12 11:56:17,5,20
2019-04-13 12:06:17,5,20
2019-04-13 12:16:18,5,20
2019-04-13 12:26:18,5,20
2019-04-13 12:36:19,5,20
2019-04-13 12:46:19,5,20
2019-04-13 12:56:20,5,20
2019-04-13 01:06:20,5,20
2019-04-13 01:16:20,5,20
2019-04-13 01:26:21,5,19
2019-04-13 01:36:21,5,20
2019-04-13 01:46:22,5,20
2019-04-13 01:56:22,5,20
2019-04-13 02:06:23,5,19
2019-04-13 02:26:23,5,19
2019-04-13 02:36:24,5,20
2019-04-13 02:46:24,5,20
2019-04-13 02:56:25,5,20
2019-04-13 03:06:25,4.97,20
2019-04-13 03:16:26,3.99,20
2019-04-13 03:26:26,3.31,20
2019-04-13 03:36:27,2.76,19
2019-04-13 03:46:27,2.39,20
2019-04-13 03:56:28,2.02,20
2019-04-13 04:06:28,1.76,20
2019-04-13 04:16:29,1.43,19
2019-04-13 04:26:29,1.5,20
2019-04-13 04:36:30,1.41,20
2019-04-13 04:46:30,1.48,20
2019-04-13 04:56:31,1.22,19
2019-04-13 05:06:31,0.94,20
2019-04-13 05:16:31,0.8,20
2019-04-13 05:26:32,0.8,19
2019-04-13 05:36:32,0.69,20
2019-04-13 05:46:33,0.66,20
2019-04-13 05:56:33,0.65,19
2019-04-13 06:06:34,0.62,20
2019-04-13 06:16:34,0.55,20
2019-04-13 06:26:35,0.61,19
2019-04-13 06:36:35,0.53,20
2019-04-13 06:46:35,0.53,20
2019-04-13 06:56:36,0.56,20
2019-04-13 07:06:36,0.52,20
2019-04-13 07:16:37,0.5,20
2019-04-13 07:26:37,0.49,20
2019-04-13 07:36:37,0.42,20
2019-04-13 07:46:38,0.43,20
2019-04-13 07:56:38,0.67,20
2019-04-13 08:06:39,0.74,20
2019-04-13 08:16:39,0.74,20
2019-04-13 08:26:39,0.74,19
2019-04-13 08:36:40,0.46,20
2019-04-13 08:46:40,0.45,20
2019-04-13 08:56:41,0.49,19
2019-04-13 09:06:41,0.9,20
2019-04-13 09:16:41,0.71,20
2019-04-13 09:26:42,0.64,19
2019-04-13 09:36:42,0.59,20
2019-04-13 09:46:43,0.72,20
2019-04-13 09:56:43,0.55,20
2019-04-13 10:06:43,0.42,20
2019-04-13 10:16:44,0.52,20
2019-04-13 10:26:44,0.38,20
2019-04-13 10:36:44,0.39,20
2019-04-13 10:46:45,0.4,20
2019-04-13 10:56:45,0.41,20
2019-04-13 11:06:45,0.42,20
2019-04-13 11:16:46,0.43,20
2019-04-13 11:26:46,0.42,20
2019-04-13 11:36:46,0.59,20
2019-04-13 11:46:47,0.42,20
2019-04-13 11:56:47,0.43,20
2019-04-13 12:06:47,0.43,20
2019-04-13 12:16:48,0.45,20
2019-04-13 12:26:48,0.57,20
2019-04-13 12:36:48,0.65,20
2019-04-13 12:46:49,0.54,20
2019-04-13 12:56:49,0.85,20
2019-04-13 01:06:49,0.7,20
2019-04-13 01:16:50,0.73,20
2019-04-13 01:26:50,0.73,20
2019-04-13 01:36:50,0.75,20
2019-04-13 01:46:51,0.77,20
2019-04-13 01:56:51,0.78,21
2019-04-13 02:06:51,0.79,20
2019-04-13 02:16:52,0.82,20
2019-04-13 02:26:52,0.83,20
2019-04-13 02:36:52,0.85,20
2019-04-13 02:46:53,0.87,20
2019-04-13 02:56:53,0.89,20
2019-04-13 03:06:53,0.92,20
2019-04-13 03:16:54,0.95,20
2019-04-13 03:26:54,0.97,21
2019-04-13 03:36:54,1.01,20
2019-04-13 03:46:55,1.03,20
2019-04-13 03:56:55,0.95,20
2019-04-13 04:06:55,1.03,21
2019-04-13 04:16:56,1.05,21
2019-04-13 04:26:56,1.12,20
2019-04-13 04:36:56,1.26,21
2019-04-13 04:46:57,1.3,21
2019-04-13 04:56:57,1.76,21
2019-04-13 05:06:57,2.18,21
2019-04-13 05:16:58,2.68,21
2019-04-13 05:26:58,3.39,21
2019-04-13 05:36:58,4.46,20
2019-04-13 05:46:59,5,20
2019-04-13 05:56:59,5,20
2019-04-13 06:07:00,5,20
2019-04-13 06:17:00,5,21
2019-04-13 06:27:01,5,21
2019-04-13 06:37:01,5,20
2019-04-13 06:47:02,5,20
2019-04-13 06:57:02,5,20
2019-04-13 07:07:02,5,21
2019-04-13 07:17:03,5,20
2019-04-13 07:27:03,5,20
2019-04-13 07:37:04,5,20
2019-04-13 07:47:04,5,20
2019-04-13 07:57:05,5,20
2019-04-13 08:07:05,5,20
2019-04-13 08:17:06,5,20
2019-04-13 08:27:06,5,20
2019-04-13 08:37:07,5,20
2019-04-13 08:47:07,5,20
2019-04-13 08:57:07,5,21
2019-04-13 09:07:08,5,20
2019-04-13 09:17:08,5,20
2019-04-13 09:27:09,5,20
2019-04-13 09:37:09,5,20
2019-04-13 09:47:10,5,20
2019-04-13 09:57:10,5,20
2019-04-13 10:07:11,5,20
2019-04-13 10:17:11,5,20
2019-04-13 10:27:12,5,20
2019-04-13 10:37:12,5,20
2019-04-13 10:47:13,5,20
2019-04-13 10:57:13,5,20
2019-04-13 11:07:14,5,20
2019-04-13 11:17:14,5,20
2019-04-13 11:27:15,5,20
2019-04-13 11:37:15,5,20
2019-04-13 11:47:15,5,20
2019-04-13 11:57:16,5,20
2019-04-14 12:07:16,5,20
2019-04-14 12:17:17,5,20
2019-04-14 12:27:17,5,20
2019-04-14 12:37:18,5,20
2019-04-14 12:47:18,5,20
2019-04-14 12:57:19,5,20
2019-04-14 01:07:19,5,20
2019-04-14 01:17:20,5,20
2019-04-14 01:27:20,5,20
2019-04-14 01:37:21,5,20
2019-04-14 01:47:21,5,20
2019-04-14 01:57:22,5,20
2019-04-14 02:07:22,5,20
2019-04-14 02:17:23,5,20
2019-04-14 02:27:23,5,20
2019-04-14 02:37:24,5,20
2019-04-14 02:47:24,5,20
2019-04-14 02:57:25,5,20
2019-04-14 03:07:25,4.41,20
2019-04-14 03:17:25,3.61,20
2019-04-14 03:27:26,2.96,20
2019-04-14 03:37:26,2.33,20
2019-04-14 03:47:27,2.12,20
2019-04-14 03:57:27,1.71,20
2019-04-14 04:07:28,1.39,20
2019-04-14 04:17:28,1.12,20
2019-04-14 04:27:29,1.1,20
2019-04-14 04:37:29,0.95,20
2019-04-14 04:47:30,0.93,20
2019-04-14 04:57:30,0.85,20
2019-04-14 05:07:30,0.77,20
2019-04-14 05:17:31,0.64,20
2019-04-14 05:27:31,0.75,20
2019-04-14 05:37:32,0.86,20
2019-04-14 05:47:32,0.75,20
2019-04-14 05:57:33,0.87,20
2019-04-14 06:07:33,0.95,19
2019-04-14 06:17:34,0.65,20
2019-04-14 06:27:34,0.6,20
2019-04-14 06:37:34,0.47,20
2019-04-14 06:47:35,0.53,20
2019-04-14 06:57:35,0.51,20
2019-04-14 07:07:35,0.41,20
2019-04-14 07:17:36,0.52,20
2019-04-14 07:27:36,0.45,20
2019-04-14 07:37:37,0.55,20
2019-04-14 07:47:37,0.5,20
2019-04-14 07:57:38,0.47,20
2019-04-14 08:07:38,0.39,20
2019-04-14 08:17:38,0.4,20
2019-04-14 08:27:39,0.46,20
2019-04-14 08:37:39,0.56,20
2019-04-14 08:47:40,0.51,20
2019-04-14 08:57:40,0.6,20
2019-04-14 09:07:40,0.5,20
2019-04-14 09:17:41,0.59,20
2019-04-14 09:27:41,0.55,20
2019-04-14 09:37:42,0.62,20
2019-04-14 09:47:42,0.56,20
2019-04-14 09:57:43,0.61,20
2019-04-14 10:07:43,0.6,20
2019-04-14 10:17:43,0.6,20
2019-04-14 10:27:44,0.65,20
2019-04-14 10:37:44,0.53,20
2019-04-14 10:47:45,0.64,20
2019-04-14 10:57:45,0.51,21
2019-04-14 11:07:46,0.52,20
2019-04-14 11:17:46,0.44,21
2019-04-14 11:27:46,0.53,20
2019-04-14 11:37:47,0.48,21
2019-04-14 11:47:47,0.46,21
2019-04-14 11:57:48,0.49,21
2019-04-14 12:07:48,0.62,20
2019-04-14 12:17:49,0.53,20
2019-04-14 12:27:49,0.45,21
2019-04-14 12:37:49,0.47,21
2019-04-14 12:47:50,0.53,20
2019-04-14 12:57:50,0.5,21
2019-04-14 01:07:51,0.48,21
2019-04-14 01:17:51,0.56,20
2019-04-14 01:27:51,0.52,21
2019-04-14 01:37:52,0.56,20
2019-04-14 01:47:52,0.66,21
2019-04-14 01:57:53,0.64,21
2019-04-14 02:07:53,0.65,21
2019-04-14 02:17:53,0.6,21
2019-04-14 02:27:54,0.78,21
2019-04-14 02:37:54,0.72,21
2019-04-14 02:47:55,0.73,21
2019-04-14 02:57:55,0.75,21
2019-04-14 03:07:55,0.79,21
2019-04-14 03:17:56,0.81,21
2019-04-14 03:27:56,0.97,21
2019-04-14 03:37:56,0.92,21
2019-04-14 03:47:57,1.02,21
2019-04-14 03:57:57,1.14,21
2019-04-14 04:07:58,1.19,21
2019-04-14 04:17:58,1.24,21
2019-04-14 04:27:59,1.24,21
2019-04-14 04:37:59,1.41,21
2019-04-14 04:47:59,1.54,21
2019-04-14 04:58:00,1.66,21
2019-04-14 05:08:00,1.96,21
2019-04-14 05:18:00,2.53,21
2019-04-14 05:28:01,3.16,21
2019-04-14 05:38:01,4.2,21
2019-04-14 05:48:02,5,21
2019-04-14 05:58:02,5,21
2019-04-14 06:08:02,5,21
2019-04-14 06:18:03,5,21
2019-04-14 06:28:03,5,21
2019-04-14 06:38:04,5,21
2019-04-14 06:48:04,5,21
2019-04-14 06:58:04,5,21
2019-04-14 07:08:05,5,21
2019-04-14 07:18:05,5,21
2019-04-14 07:28:06,5,21
2019-04-14 07:38:06,5,21
2019-04-14 07:48:07,5,21
2019-04-14 07:58:07,5,21
2019-04-14 08:08:07,5,21
2019-04-14 08:18:08,5,21
2019-04-14 08:28:08,5,21
2019-04-14 08:38:09,5,21
2019-04-14 08:48:09,5,21
2019-04-14 08:58:10,5,21
2019-04-14 09:08:10,5,21
2019-04-14 09:18:11,5,21
2019-04-14 09:28:11,5,21
2019-04-14 09:38:12,5,21
2019-04-14 09:48:12,5,21
2019-04-14 09:58:13,5,21
2019-04-14 10:08:13,5,21
2019-04-14 10:18:14,5,21
2019-04-14 10:28:14,5,21
2019-04-14 10:38:15,5,21
2019-04-14 10:48:15,5,21
2019-04-14 10:58:16,5,21
2019-04-14 11:08:16,5,21
2019-04-14 11:18:16,5,21
2019-04-14 11:28:17,5,21
2019-04-14 11:38:17,5,21
2019-04-14 11:48:18,5,21
2019-04-14 11:58:18,5,21
2019-04-15 12:08:19,5,21
2019-04-15 12:18:19,5,21
2019-04-15 12:28:19,5,21
2019-04-15 12:38:20,5,21
2019-04-15 12:48:20,5,21
2019-04-15 12:58:21,5,21
2019-04-15 01:08:21,5,21
2019-04-15 01:18:22,5,21
2019-04-15 01:28:22,5,21
2019-04-15 01:38:23,5,21
2019-04-15 01:48:23,5,21
2019-04-15 01:58:24,5,21
2019-04-15 02:08:24,5,20
2019-04-15 02:18:25,5,20
2019-04-15 02:28:25,5,20
2019-04-15 02:38:25,5,21
2019-04-15 02:48:26,5,21
2019-04-15 02:58:26,4.92,21
2019-04-15 03:08:27,3.76,21
2019-04-15 03:18:27,2.96,20
2019-04-15 03:28:28,2.42,20
2019-04-15 03:38:28,2.08,21
2019-04-15 03:48:29,1.85,20
2019-04-15 03:58:29,1.68,20
2019-04-15 04:08:30,1.54,20
2019-04-15 04:18:30,1.45,20
2019-04-15 04:28:31,1.38,20
2019-04-15 04:38:31,1.24,21
2019-04-15 04:48:32,1.25,20
2019-04-15 04:58:32,1.14,21
2019-04-15 05:08:32,1.15,20
2019-04-15 05:18:33,1.03,21
2019-04-15 05:28:33,0.98,21
2019-04-15 05:38:33,0.95,21
2019-04-15 05:48:34,0.98,20
2019-04-15 05:58:35,0.95,20
2019-04-15 06:08:35,0.92,20
2019-04-15 06:18:35,0.9,20
2019-04-15 06:28:36,0.81,20
2019-04-15 06:38:36,0.79,20
2019-04-15 06:48:36,0.77,20
2019-04-15 06:58:37,0.75,20
2019-04-15 07:08:37,0.74,20
2019-04-15 07:18:37,0.73,20
2019-04-15 07:28:38,0.72,20
2019-04-15 07:38:38,0.72,20
